Block_Group,Population
40134222094,610
40134222095,1915
40134222101,2275
40134222102,1812
40134222103,1227
40134222111,1170
40134222112,1509
40134222121,1396
40134222122,1855
40134222123,891
40134222131,1261
40134222132,1194
40134222151,2006
40134222161,890
40134222162,1068
40134222163,1691
40134222164,1480
40134222171,2062
40134222172,1465
40134222181,1262
40134222182,1833
40134222191,1090
40134222192,1833
40134222201,927
40134222202,1047
40134222211,1483
40134222212,912
40134222213,1680
40134222221,1231
40134222222,912
40134223011,1394
40134223012,2068
40134223013,2155
40134223021,1248
40134223022,1227
40134223023,1618
40134223024,681
40134223041,1323
40134223042,1463
40134223051,667
40134223052,1725
40134223053,2018
40134223054,1516
40134223071,949
40134223072,738
40134223073,1027
40134223074,1636
40134223081,1946
40134223082,1544
40134223083,1986
40134223091,1324
40134223092,2381
40134223093,1641
40134224011,1955
40134224012,609
40134224013,743
40134224021,2261
40134224022,1145
40134224023,1571
40134224031,1921
40134224032,2102
40134224033,1166
40134224041,1996
40134224042,2338
40134225011,1412
40134225012,1690
40134225013,940
40134225014,1601
40134225021,1665
40134225022,625
40134225023,2345
40134225024,1451
40134225031,1319
40134225032,1836
40134225033,1862
40134225034,1316
40134225041,1317
40134225042,1610
40134225043,1744
40134225061,2008
40134225062,402
40134225063,807
40134225064,530
40134225065,1325
40134225071,1947
40134225072,1627
40134225073,949
40134225081,1652
40134225082,2018
40134225091,2312
40134225092,788
40134225093,2013
40134225101,1515
40134225102,764
40134225103,1137
40134225111,1536
40134225112,1508
40134225121,2240
40134225122,2797
40134225131,799
40134225132,1925
40134225133,1556
40134225141,2112
40134225142,2240
40134226061,3539
40134226062,2356
40134226063,3240
40134226071,1711
40134226072,1332
40134226073,1105
40134226091,2676
40134226092,1143
40134226101,1165
40134226102,1874
40134226151,2112
40134226152,2131
40134226153,2455
40134226161,2439
40134226162,2074
40134226171,1331
40134226172,1929
40134226173,936
40134226174,1670
40134226181,1507
40134226182,1447
40134226201,1603
40134226202,1658
40134226211,843
40134226212,1768
40134226213,1691
40134226221,1879
40134226222,2101
40134226223,257
40134226231,2343
40134226232,2469
40134226241,1776
40134226242,995
40134226251,1688
40134226252,1422
40134226253,614
40134226261,1780
40134226262,730
40134226271,1543
40134226272,1895
40134226281,672
40134226282,2944
40134226291,2251
40134226292,1375
40134226301,2373
40134226302,1497
40134226311,2296
40134226312,1587
40134226321,2283
40134226322,1692
40134226331,2753
40134226341,1927
40134226342,2264
40134226351,1111
40134226361,2017
40134226362,472
40134226371,1486
40134226372,1839
40134226381,2773
40134226382,1323
40134226391,1121
40134226392,2002
40134226393,535
40134226401,827
40134226402,1335
40134226403,1351
40134226404,1134
40134226411,1737
40134226412,1378
40134226413,3231
40134226421,2864
40134226422,1262
40134226423,1589
40134226431,2757
40134226432,3032
40134226441,3028
40134226442,2328
40134226443,1931
40134226461,2480
40134226462,1961
40134226463,1375
40134226464,1914
40135228001,1685
40135229011,1727
40135229012,2683
40135229031,2331
40135229032,1117
40135229033,1720
40135229041,1311
40135229042,1727
40135229043,1511
40135230021,1472
40135230022,1910
40135230023,1326
40135230024,1124
40135230031,2076
40135230032,1151
40135230033,1754
40135230034,1587
40135230051,2439
40135230052,1233
40135230053,1181
40135230061,1340
40135230062,1414
40135230063,1207
40135230064,1487
40135231021,660
40135231022,3143
40135231023,1524
40135231031,1489
40135231032,1044
40135231033,1896
40135231034,1410
40135231041,1596
40135231042,1751
40135231043,1114
40135231044,1565
40136100001,1893
40136100002,2052
40136100003,1516
40136100004,1583
40136101001,1322
40136102001,645
40136102002,1944
40136102003,1950
40136102004,3073
40136103001,5660
40136103002,3299
40136104001,1661
40136104002,782
40136104003,1197
40136104004,1489
40136105001,1088
40136105002,1576
40136105003,2464
40136105004,1368
40136106001,274
40136106002,1148
40136106003,2740
40136106004,1384
40136107001,2700
40136107002,629
40136107003,2573
40136107004,1291
40136108001,3505
40136109001,1795
40136109002,3161
40136109003,1071
40136110001,2461
40136111001,1423
40136111002,1847
40136112001,2304
40136112002,2692
40136112003,915
40136113001,2541
40136113002,2118
40136114001,1921
40136114002,1744
40136114003,2567
40136115001,1709
40136115002,2257
40136115003,1673
40136116001,1491
40136116002,1571
40136117001,1280
40136117002,1552
40136117003,1733
40136117004,1739
40136118001,2052
40136118002,1749
40136118003,1133
40136118004,1606
40136119001,1703
40136119002,1468
40136120001,2710
40136122001,3383
40136123001,2700
40136123002,1885
40136123003,1251
40136123004,1442
40136124001,2675
40136124002,1576
40136124003,2589
40136125001,1690
40136125002,1517
40136125003,1099
40136126001,1151
40136126002,1191
40136127001,1133
40136127002,1138
40136128001,2110
40136129001,1006
40136129002,1403
40136130001,1386
40136130002,1559
40136131001,656
40136131002,1132
40136131003,852
40136132001,907
40136132002,1334
40136132003,1311
40136133001,2021
40136133002,1419
40136133003,1156
40136133004,1324
40136133005,1182
40136134001,1767
40136134002,2170
40136135001,2681
40136135002,1401
40136136001,1593
40136136002,984
40136136003,1390
40136137001,1532
40136137002,1676
40136137003,2133
40136138001,1424
40136138002,2651
40136139001,2673
40136139002,1864
40136139003,1617
40136140001,1160
40136140002,1639
40136140003,1599
40136141001,1353
40136141002,1341
40136141003,1211
40136141004,1819
40136142001,1458
40136142002,1956
40136142003,1477
40136143001,1056
40136143002,1165
40136143003,903
40136144001,1099
40136144002,1335
40136144003,1133
40136145001,967
40136145002,1598
40136145003,497
40136145004,1594
40136146001,1168
40136146002,1320
40136146003,1054
40136146004,791
40136146005,1278
40136146006,1017
40136147001,279
40136147002,1052
40136147003,1281
40136148001,1191
40136148002,1589
40136148003,1374
40136149001,1343
40136149002,1420
40136149003,732
40136150001,2143
40136150002,3818
40136150003,669
40136151001,1597
40136151002,1786
40136152001,2546
40136152002,2014
40136152003,826
40136153001,2259
40136154001,973
40136154002,1706
40136155001,1272
40136155002,813
40136155003,732
40136156001,772
40136156002,1733
40136156003,1271
40136157001,1409
40136157002,1582
40136158001,1131
40136158002,2389
40136158003,1386
40136159001,1553
40136159002,1294
40136159003,1515
40136160001,1235
40136160002,1002
40136161001,1143
40136161002,1458
40136161003,971
40136162001,1614
40136162002,1605
40136163001,2044
40136164001,1295
40136164002,549
40136164003,2078
40136164004,1165
40136164005,614
40136165001,973
40136165002,935
40136165003,1530
40136166001,1426
40136166002,1541
40136166003,1153
40136166004,1576
40136167001,1996
40136167002,1442
40136167003,1300
40136168001,1450
40136168002,1120
40136168003,1625
40136168004,1400
40136169001,904
40136169002,1402
40136169003,1982
40136170001,1183
40136170002,1427
40136170003,1003
40136170004,1299
40136170005,979
40136171001,1325
40136171002,897
40136172001,1239
40136172002,1299
40136173001,1258
40136173002,970
40136173003,802
40136174001,1174
40136174002,1134
40136174003,2036
40136174004,817
40136174005,1652
40136175001,476
40136175002,1049
40136175003,666
40136175004,1125
40136176001,2066
40136176002,1720
40136176003,1197
40136176004,1123
40136177001,1648
40136177002,686
40136177003,984
40136178001,595
40136178002,2018
40136179001,1744
40136179002,947
40136180001,1966
40136180002,1560
40136180003,1029
40136181001,1864
40136181002,1310
40136181003,1173
40136182001,1710
40136182002,2141
40136183001,1544
40136183002,1482
40136184001,1899
40136184002,1950
40136185001,1983
40136185002,855
40136185003,809
40136186001,1424
40136186002,1226
40136186003,1591
40136187001,1494
40136187002,1365
40136188001,1081
40136188002,1584
40136188003,1249
40136188004,1160
40136189001,1483
40136189002,1360
40136189003,980
40136189004,998
40136189005,1394
40136190001,826
40136190002,1245
40136190003,997
40136191001,1800
40136191002,1154
40136192001,613
40136192002,825
40136192003,3015
40136193001,1593
40136193002,684
40136193003,1695
40136194001,1621
40136194002,1465
40136194003,1183
40136195001,1593
40136195002,1484
40136195003,2015
40136196001,1912
40136197001,1334
40136197002,904
40136197003,1205
40136198001,1279
40136198002,1542
40136198003,1491
40136199001,1128
40136199002,1599
40136199003,1712
40136199004,1551
40137233031,26
40137233041,1407
40137233042,2823
40137233051,1676
40137233052,1069
40137233061,5259
40137233071,2186
40137233081,1330
40137233082,2605
40137233083,3584
40138100001,1711
40138101001,1743
40138101002,1576
40138101003,1315
40138101004,1638
40138102001,2481
40138102002,931
40138103001,1969
40138103002,1133
40138103003,2455
40138104001,949
40138104002,517
40138104003,926
40138104004,2269
40138105001,1973
40138105002,1177
40138105003,2018
40138106001,1552
40138106002,1133
40138106003,1931
40138106004,1924
40138107001,1457
40138107002,2007
40138107003,2315
40138107004,996
40138108001,2307
40138108002,1928
40138109001,1311
40138109002,1666
40138109003,1017
40138109004,1642
40138110001,1576
40138110002,1200
40138111001,2225
40138112001,2429
40138113001,1556
40138113002,1283
40138114001,913
40138114002,1428
40138114003,1492
40138114004,1395
40138115001,2500
40138116001,1912
40138116002,1381
40138116003,866
40138117001,1524
40138117002,1455
40138117003,1508
40138118001,453
40138118002,1575
40138119001,1349
40138119002,1250
40138119003,1441
40138119004,1504
40138120001,1821
40138120002,1796
40138121001,2815
40138121002,1581
40138121003,1734
40138122001,1271
40138122002,2445
40138122003,1027
40138122004,1486
40138123001,1415
40138123002,1809
40138123003,1287
40138124001,287
40138124002,5811
40138125001,2070
40138126001,2169
40138126002,1075
40138126003,1156
40138127001,2845
40138127002,1725
40138127003,1201
40138128001,2143
40138128002,2247
40138129001,2963
40138130001,1946
40138130002,753
40138131001,2446
40138132001,2150
40138132002,2062
40138133001,2465
40138133002,2351
40138134001,1548
40138134002,2244
40138135001,1998
40138135002,904
40138136001,3138
40138137001,1087
40138137002,1441
40138138001,992
40138138002,1138
40138138003,832
40138139001,1776
40138139002,1835
40138139003,1591
40138140001,627
40138140002,709
40138140003,195
40138141001,2788
40138141002,1660
40138141003,1426
40138142001,1379
40138142002,1245
40138143001,2623
40138143002,1417
40138144001,2569
40138144002,2340
40138145001,1235
40138145002,882
40138145003,1793
40138145004,1119
40138146001,1797
40138146002,1644
40138146003,1020
40138147001,2104
40138147002,2044
40138148001,2750
40138148002,2715
40138149001,2011
40138149002,1004
40138150001,1486
40138150002,1710
40138150003,1066
40138151001,2720
40138151002,1703
40138152001,3813
40138152002,2907
40138153001,2460
40138153002,1466
40138154001,1655
40138154002,1973
40138154003,2660
40138155001,2915
40138155002,1489
40138155003,1203
40138156001,2135
40138156002,3048
40138157001,2885
40138157002,2640
40138158001,3109
40138158002,974
40138159001,3132
40138159002,2849
40138160001,3465
40138160002,2139
40138160003,2582
40138161001,2567
40138161002,1740
40138161003,2957
40138162001,906
40138162002,3076
40138163001,688
40138163002,1351
40138163003,1253
40138164001,2191
40138164002,1693
40138164003,2939
40138165001,1900
40138165002,1983
40138166001,4278
40138167001,2348
40138168001,776
40138168002,2099
40138169001,1116
40138169002,2277
40138170001,1787
40138170002,1736
40138171001,998
40138171002,3440
40138171003,2886
40138171004,225
40138172001,3231
40138172002,1146
40138172003,1290
40138172004,484
40138173001,1844
40138173002,1609
40138173003,1795
40138174001,1417
40138174002,1338
40138175001,1303
40138175002,1401
40138176001,998
40139407001,151
40139410001,2821
40139410002,110
40139411001,63
40139412001,971
40139413001,1397
40139413002,910
40139413003,1474
40139413004,2512
40139801001,0
40139804001,15
40139805001,0
40139806001,0
40139807001,4
40210002011,3068
40210002012,2401
40210002041,5002
40210002042,1608
40210002051,5294
40210002052,2377
40210002053,2807
40210002054,2837
40210002055,2454
40210002061,3742
40210002071,3457
40210002072,2224
40210002073,5351
40210002081,731
40210002091,2927
40210002092,3042
40210002093,2542
40210002101,2003
40210002102,3023
40210002103,3446
40210002111,1723
40210002112,1652
40210002113,1090
40210002121,2848
40210002122,3122
40210002131,3356
40210002132,4179
40210002133,2229
40210002134,2329
40210002141,733
40210002142,5469
40210002143,2897
40210002151,2314
40210003071,2426
40210003081,1554
40210003082,1529
40210003083,852
40210003084,1031
40210003091,1791
40210003092,987
40210003101,1235
40210003102,1787
40210003111,678
40210003112,2210
40210003121,1833
40210003122,1940
40210003131,1908
40210003132,2244
40210003141,2549
40210003142,1462
40210003143,1219
40210003151,2433
40210003152,1605
40210003153,963
40210003161,2858
40210003162,1038
40210003163,2905
40210003164,576
40210003171,481
40210003172,1852
40210003181,909
40210003182,2480
40210003183,3097
40210003191,1352
40210008011,1610
40210008014,2345
40219412001,1200
40219413002,811
320030001011,1171
320030001012,1887
320030001013,698
320030001014,2112
320030001015,983
320030001031,1017
320030001032,1307
320030001033,2182
320030001034,1139
320030001051,945
320030001052,1951
320030001053,1102
320030001061,1066
320030001062,2209
320030001063,988
320030001071,1456
320030001072,2400
320030001081,1473
320030001082,2208
320030001091,1172
320030001092,855
320030001093,1540
320030002011,2344
320030002012,1079
320030002013,1110
320030002031,1242
320030002032,769
320030002033,886
320030002034,685
320030002041,577
320030002042,580
320030003011,1687
320030003012,552
320030003013,864
320030003021,939
320030003022,1388
320030003023,559
320030003024,885
320030003025,902
320030004011,710
320030004012,2155
320030004021,1571
320030004022,655
320030004023,1265
320030004031,821
320030004032,1017
320030004033,915
320030005101,1009
320030005102,1836
320030005103,1441
320030005104,1217
320030005131,2148
320030005132,940
320030005133,786
320030005141,1041
320030005142,1266
320030005143,1744
320030005144,975
320030005145,1209
320030005151,1592
320030005152,1272
320030005153,1060
320030005154,1180
320030005161,1041
320030005162,1205
320030005163,1007
320030005164,2073
320030005171,1261
320030005172,1669
320030005173,1307
320030005174,866
320030005181,672
320030005182,799
320030005183,1625
320030005184,1750
320030005185,451
320030005191,861
320030005192,821
320030005193,1612
320030005194,1355
320030005201,1072
320030005202,923
320030005211,771
320030005212,1276
320030005213,961
320030005214,1119
320030005221,866
320030005222,1316
320030005223,1256
320030005231,1453
320030005232,741
320030005241,663
320030005242,375
320030005243,1250
320030005251,1162
320030005252,686
320030005253,910
320030005261,1260
320030005262,1435
320030005271,1262
320030005272,1451
320030005273,1075
320030005281,572
320030005282,1102
320030005283,1581
320030006001,1551
320030006002,1273
320030007001,3577
320030007002,0
320030007003,381
320030007004,1228
320030008001,1609
320030008002,624
320030009001,942
320030010031,1072
320030010032,1761
320030010033,1192
320030010041,1140
320030010042,1087
320030010043,670
320030010044,1579
320030010045,1181
320030010046,711
320030010051,954
320030010052,600
320030010061,760
320030010062,1419
320030010063,1993
320030011001,414
320030011002,955
320030011003,1242
320030012001,798
320030012002,1448
320030012003,1900
320030013001,697
320030013002,1004
320030013003,1216
320030013004,938
320030013005,839
320030014011,1547
320030014012,1634
320030014021,1093
320030014022,1079
320030014023,1014
320030014024,976
320030015011,1032
320030015012,646
320030015013,1199
320030015021,1398
320030015022,1129
320030015023,928
320030015024,397
320030016071,1008
320030016072,1091
320030016073,874
320030016074,2539
320030016081,890
320030016082,971
320030016091,882
320030016092,1072
320030016093,1256
320030016094,1029
320030016101,1423
320030016102,1471
320030016111,2106
320030016112,1727
320030016113,936
320030016121,1616
320030016122,1985
320030016123,1444
320030016124,582
320030016125,1709
320030016131,1194
320030016132,1900
320030016133,905
320030017061,1586
320030017062,1426
320030017071,1510
320030017081,1854
320030017082,1161
320030017091,1547
320030017101,2449
320030017102,1737
320030017111,2382
320030017112,1237
320030017121,1924
320030017122,1923
320030017131,1466
320030017132,1458
320030017141,1630
320030017142,1714
320030017151,1012
320030017152,1623
320030017161,1579
320030017171,1331
320030017181,1898
320030017182,1293
320030018011,1173
320030018012,1423
320030018013,1062
320030018014,1406
320030018015,1027
320030018031,1140
320030018032,1491
320030018041,1035
320030018042,1273
320030018043,1247
320030019011,1921
320030019012,815
320030019013,1979
320030019014,1172
320030019021,1848
320030019022,1023
320030019023,1317
320030020001,1623
320030020002,1132
320030020003,1187
320030022011,1336
320030022012,1142
320030022013,1472
320030022031,1400
320030022032,883
320030022033,2480
320030022041,1415
320030022042,617
320030022043,1257
320030022044,1111
320030022061,1400
320030022062,1995
320030022071,2001
320030022072,1726
320030022073,396
320030023021,857
320030023031,836
320030024031,1556
320030024032,1305
320030024033,520
320030024034,1150
320030024041,1435
320030024042,238
320030024043,740
320030024044,1201
320030024045,1190
320030024051,1839
320030024052,1228
320030024053,1097
320030024061,1017
320030024062,2224
320030025011,1278
320030025012,3330
320030025013,1790
320030025041,1878
320030025042,918
320030025043,1052
320030025051,764
320030025052,1270
320030025061,1301
320030025062,877
320030025063,1171
320030026031,332
320030026032,1827
320030026033,1928
320030026041,0
320030026042,1589
320030026043,696
320030026051,0
320030026052,909
320030027061,1338
320030027062,1892
320030027063,1053
320030027071,1096
320030027072,1046
320030027073,1800
320030027081,1475
320030027082,1413
320030028081,1177
320030028082,650
320030028101,1720
320030028102,1497
320030028111,1237
320030028112,2799
320030028141,2307
320030028142,1490
320030028143,1283
320030028211,1794
320030028212,1944
320030028213,851
320030028221,1865
320030028222,1843
320030028231,1679
320030028232,982
320030028233,925
320030028241,769
320030028242,846
320030028251,1644
320030028252,1409
320030028261,1282
320030028262,1618
320030028271,1185
320030028272,1662
320030028281,3329
320030028291,1224
320030028292,851
320030028293,884
320030028294,955
320030028301,1261
320030028302,1461
320030028303,3430
320030028311,3533
320030028321,3225
320030028322,1218
320030028323,1608
320030028331,2844
320030028332,2412
320030028341,1111
320030028342,1522
320030028343,3298
320030028351,1456
320030028352,1063
320030028361,995
320030028362,2346
320030028371,1008
320030028372,1074
320030028373,810
320030028374,1238
320030028375,1660
320030028381,1087
320030028382,1311
320030028383,1388
320030028384,1702
320030028411,1874
320030028412,975
320030028421,2829
320030028422,1597
320030028423,1464
320030028431,2354
320030028432,4011
320030028441,4012
320030028442,1518
320030028451,2621
320030028452,1990
320030028461,3239
320030028462,3614
320030028471,1826
320030028472,1901
320030028481,370
320030028482,818
320030028483,1675
320030028484,899
320030029051,2147
320030029052,1292
320030029053,990
320030029054,1016
320030029151,1696
320030029152,1238
320030029153,1398
320030029154,590
320030029161,1656
320030029162,1110
320030029191,1902
320030029192,1028
320030029193,1231
320030029351,843
320030029352,686
320030029361,1509
320030029362,1708
320030029371,2131
320030029372,960
320030029373,1492
320030029381,1485
320030029391,778
320030029392,993
320030029401,1655
320030029402,1812
320030029411,1227
320030029412,1197
320030029413,1553
320030029414,1238
320030029421,1167
320030029422,2367
320030029423,901
320030029441,1464
320030029442,1486
320030029461,1315
320030029462,872
320030029471,1155
320030029472,1551
320030029481,1585
320030029482,1920
320030029491,1683
320030029492,1517
320030029501,1586
320030029502,1498
320030029503,1608
320030029511,4458
320030029512,1427
320030029513,2411
320030029521,1323
320030029522,1217
320030029531,818
320030029532,998
320030029533,967
320030029534,1376
320030029541,1107
320030029542,822
320030029543,983
320030029544,1338
320030029561,1869
320030029562,828
320030029571,930
320030029572,978
320030029581,1543
320030029582,582
320030029583,1082
320030029584,1706
320030029585,1120
320030029611,1082
320030029612,931
320030029621,2010
320030029641,2895
320030029642,2027
320030029651,1955
320030029652,1359
320030029661,2414
320030029662,1648
320030029663,1246
320030029671,789
320030029672,1628
320030029673,1251
320030029681,955
320030029682,1344
320030029691,777
320030029692,560
320030029701,867
320030029702,1185
320030029703,1382
320030029741,1596
320030029742,3418
320030029751,3066
320030029752,2050
320030029761,2421
320030029762,1498
320030029771,2034
320030029772,1067
320030029781,2556
320030029791,2442
320030029801,1267
320030029802,2788
320030029803,1606
320030029811,1953
320030029812,2166
320030029821,2513
320030029822,2584
320030029823,1858
320030029831,2096
320030029841,3684
320030029851,4160
320030029951,1135
320030029952,1174
320030029953,397
320030029961,1039
320030029962,1560
320030029963,954
320030029964,1197
320030030011,578
320030030012,1221
320030030013,1114
320030030014,785
320030030031,1940
320030030032,1783
320030030033,1578
320030030041,1368
320030030042,759
320030030051,1014
320030030052,824
320030030053,813
320030030054,829
320030030061,792
320030030062,1329
320030030063,1276
320030031021,1223
320030031022,1512
320030031023,1111
320030031024,1419
320030031031,1686
320030031032,1939
320030031041,2449
320030031042,1809
320030032041,754
320030032042,1624
320030032043,828
320030032044,1402
320030032045,1215
320030032081,1549
320030032082,1350
320030032101,539
320030032102,792
320030032103,587
320030032104,528
320030032111,1741
320030032112,1256
320030032131,896
320030032132,1055
320030032141,807
320030032142,1144
320030032151,698
320030032152,1127
320030032153,1236
320030032154,1152
320030032181,1199
320030032182,1674
320030032183,923
320030032184,1556
320030032191,1930
320030032192,1506
320030032193,1253
320030032194,1448
320030032201,1031
320030032202,1422
320030032203,866
320030032204,1036
320030032205,986
320030032206,725
320030032221,1220
320030032222,1802
320030032223,1600
320030032231,1687
320030032232,1285
320030032261,1088
320030032262,1202
320030032271,2418
320030032272,1438
320030032281,1718
320030032282,847
320030032283,1119
320030032291,824
320030032292,1246
320030032301,2523
320030032302,504
320030032303,693
320030032304,1017
320030032305,1375
320030032311,872
320030032312,778
320030032313,1224
320030032314,528
320030032315,1054
320030032321,1502
320030032322,1800
320030032323,536
320030032324,1411
320030032331,1216
320030032332,1282
320030032333,1150
320030032341,1378
320030032342,998
320030032343,1314
320030032351,1534
320030032352,867
320030032361,1037
320030032362,1135
320030032371,3669
320030032381,2883
320030032382,1221
320030032383,1202
320030032391,1025
320030032392,1768
320030032393,497
320030032401,735
320030032402,1497
320030032403,1380
320030032411,1519
320030032412,1031
320030032413,1178
320030032421,805
320030032422,987
320030032431,1756
320030032432,1866
320030032433,1394
320030032441,2053
320030032442,1681
320030032451,1101
320030032452,1826
320030032453,2232
320030032461,1176
320030032462,1308
320030032463,1398
320030032471,972
320030032472,1054
320030032473,1602
320030032481,754
320030032482,938
320030032483,1210
320030032491,1707
320030032492,1699
320030032501,1419
320030032502,3575
320030032511,976
320030032512,1324
320030032521,1461
320030032522,1204
320030032523,1581
320030032531,1139
320030032532,1668
320030032533,735
320030032541,1862
320030032542,1509
320030032601,1826
320030032602,780
320030032603,848
320030032611,1267
320030032612,1222
320030032621,1646
320030032622,1151
320030033031,2402
320030033032,1364
320030033033,1003
320030033051,723
320030033052,1395
320030033053,1194
320030033054,1091
320030033055,974
320030033061,678
320030033062,1056
320030033063,952
320030033064,1332
320030033071,3613
320030033072,2629
320030033081,2911
320030033091,1326
320030033092,1603
320030033093,969
320030033101,2031
320030033102,1508
320030033103,1185
320030033111,1523
320030033112,1765
320030033121,2416
320030033122,1503
320030033131,1656
320030033132,1354
320030033141,1508
320030033142,1510
320030033143,1288
320030033144,2241
320030033151,2356
320030033152,1799
320030033161,2293
320030033162,822
320030033163,2479
320030033171,2171
320030033172,897
320030033181,5112
320030033191,3579
320030033192,1353
320030033193,797
320030033201,2792
320030033202,1471
320030033211,1597
320030033212,954
320030034081,2909
320030034082,1265
320030034083,709
320030034091,1833
320030034092,2041
320030034093,1235
320030034101,2249
320030034102,2770
320030034111,2258
320030034112,1779
320030034121,1120
320030034122,2006
320030034123,1294
320030034131,1803
320030034132,1805
320030034133,1393
320030034141,1287
320030034142,1125
320030034151,733
320030034152,1607
320030034153,1340
320030034154,1524
320030034155,1180
320030034161,785
320030034162,1269
320030034163,987
320030034181,933
320030034182,2159
320030034183,1029
320030034191,559
320030034192,1803
320030034193,1541
320030034194,1333
320030034195,1352
320030034201,986
320030034202,1689
320030034203,1405
320030034211,1047
320030034212,1086
320030034213,1168
320030034221,949
320030034222,1654
320030034223,1061
320030034224,946
320030034225,717
320030034231,1375
320030034232,1031
320030034233,1413
320030034234,1600
320030034235,801
320030034261,1271
320030034262,1869
320030034271,1867
320030034272,2041
320030034281,1919
320030034291,1188
320030034292,2100
320030034293,717
320030034294,1071
320030034301,1428
320030034302,1089
320030034311,964
320030034312,1466
320030034313,862
320030035001,1032
320030035002,1563
320030036071,4355
320030036072,1402
320030036073,1463
320030036091,823
320030036092,1458
320030036093,992
320030036094,1022
320030036101,1498
320030036102,1501
320030036103,1122
320030036104,1383
320030036121,1963
320030036122,2502
320030036123,2312
320030036131,1809
320030036132,2330
320030036133,2336
320030036151,1607
320030036152,1077
320030036161,557
320030036162,1186
320030036163,1626
320030036164,2061
320030036171,1837
320030036181,4162
320030036182,3348
320030036191,3006
320030036201,2437
320030036202,2582
320030036211,3002
320030036221,2501
320030036222,3251
320030036231,4746
320030036241,2750
320030036242,1142
320030036243,1836
320030036251,4470
320030036252,2257
320030036261,2171
320030036262,1618
320030036271,2093
320030036272,2350
320030036281,5095
320030036282,2746
320030036291,2758
320030036292,3031
320030036301,3867
320030036302,1137
320030036303,974
320030036311,1572
320030036312,1813
320030036321,997
320030036322,1833
320030036331,3707
320030036341,1667
320030036342,903
320030036343,1589
320030036351,1623
320030036352,1829
320030036353,789
320030036354,1336
320030036361,1549
320030036362,1065
320030036371,3361
320030036372,947
320030036381,3076
320030036391,2259
320030036392,1419
320030036401,2477
320030036402,1912
320030036411,1816
320030036412,3569
320030036421,3782
320030036431,2511
320030036432,2270
320030036441,2270
320030036442,2247
320030037001,2212
320030037002,1315
320030038001,1158
320030038002,597
320030038003,1334
320030038004,21
320030038005,1464
320030040001,1841
320030040002,1793
320030041001,1399
320030041002,1566
320030041003,1339
320030041004,1536
320030042001,1057
320030042002,793
320030042003,878
320030042004,1666
320030042005,915
320030043011,984
320030043012,938
320030043021,1826
320030043022,1095
320030043023,921
320030043024,333
320030044011,908
320030044012,924
320030044013,1228
320030044021,2094
320030044022,1666
320030044023,893
320030045001,1288
320030045002,1020
320030045003,1152
320030045004,1338
320030046011,2417
320030046012,750
320030046013,1580
320030046021,837
320030046022,2395
320030047031,2836
320030047032,2364
320030047071,2028
320030047072,1009
320030047091,1285
320030047092,1085
320030047093,835
320030047094,2038
320030047095,270
320030047101,1772
320030047102,2832
320030047103,1747
320030047121,839
320030047122,797
320030047123,1755
320030047124,1138
320030047125,835
320030047126,547
320030047131,765
320030047132,892
320030047133,1154
320030047134,1147
320030047141,3008
320030047142,3359
320030047151,2436
320030047152,3591
320030047161,1202
320030047162,2091
320030047171,1491
320030047172,1873
320030049071,2286
320030049072,1398
320030049101,1292
320030049102,1813
320030049111,2171
320030049112,2049
320030049121,1424
320030049122,2185
320030049123,2414
320030049141,1384
320030049142,1251
320030049151,1828
320030049152,1376
320030049161,825
320030049162,1725
320030049171,1787
320030049172,1327
320030049181,2415
320030049182,1689
320030049191,2418
320030049192,2172
320030049201,1175
320030049202,2569
320030049203,1461
320030049211,1542
320030049212,1875
320030049213,1300
320030049214,1443
320030049231,2013
320030049232,2326
320030049241,1405
320030049242,1719
320030049243,834
320030049251,2735
320030049252,1864
320030049253,1675
320030049261,2325
320030049262,1494
320030050051,316
320030050052,1877
320030050053,285
320030050054,1402
320030050061,473
320030050062,1856
320030050063,725
320030050064,777
320030050065,940
320030050071,1366
320030050072,1151
320030050101,1341
320030050102,2538
320030050103,1083
320030050111,2118
320030050112,1409
320030050121,1149
320030050122,1709
320030050131,1892
320030050132,1724
320030050141,1480
320030050142,1184
320030050143,2591
320030050151,2353
320030050152,1624
320030050161,5118
320030050171,4392
320030051011,1230
320030051012,1219
320030051013,1848
320030051014,955
320030051015,1442
320030051016,953
320030051021,1402
320030051022,1164
320030051023,1521
320030051024,591
320030051031,1775
320030051032,650
320030051033,791
320030051034,1801
320030051041,1025
320030051042,803
320030051043,1354
320030051051,6544
320030051052,1879
320030051061,2025
320030051062,931
320030051071,1622
320030051072,889
320030051073,1734
320030051081,1630
320030051082,1663
320030051091,2030
320030051092,1150
320030051093,2214
320030051094,1729
320030052001,1647
320030052002,1511
320030052003,750
320030053111,829
320030053112,1852
320030053121,1677
320030053122,1078
320030053131,1692
320030053132,1581
320030053133,1338
320030053134,1718
320030053141,1677
320030053142,995
320030053151,1571
320030053152,1233
320030053153,2255
320030053161,1176
320030053162,1131
320030053163,1785
320030053171,783
320030053172,1888
320030053173,778
320030053174,992
320030053175,594
320030053181,1912
320030053182,698
320030053183,589
320030053191,1981
320030053192,655
320030053201,683
320030053202,1077
320030053203,994
320030053211,1425
320030053212,842
320030053213,1301
320030053221,467
320030053222,852
320030053331,1547
320030053332,957
320030053351,1280
320030053352,890
320030053353,630
320030053354,983
320030053355,921
320030053361,705
320030053362,914
320030053363,1132
