FIPS,land_area
40130304012,9572928
40130304013,6579772
40130304021,36105508
40130304022,12251222
40130304023,9827944
40130405021,3997733
40130405022,1751263
40130405023,11938355
40130405024,2856958
40130405061,2487829
40130405062,1423626
40130405063,1152899
40130405064,1282730
40130405071,1628647
40130405072,3401247
40130405073,630355
40130405074,793912
40130405075,1157023
40130405121,1952396
40130405131,1887712
40130405132,1880085
40130405141,2297022
40130405142,1609017
40130405151,1834331790
40130405152,423356320
40130405161,334064856
40130405162,44479888
40130405171,69407047
40130405172,83552197
40130405181,357963566
40130405182,58704143
40130405183,11144218
40130405184,7007324
40130405185,20398226
40130405191,222974132
40130405192,3202924
40130405193,1233603
40130405201,1588633
40130405202,20658582
40130405211,32566652
40130405221,1429079
40130405222,2898171
40130405223,1236989
40130405231,4363941
40130405241,942853
40130405242,1258782
40130405251,509639
40130405252,550821
40130405253,563693
40130405254,519923
40130405255,989134
40130405256,440803
40130405261,868384
40130405262,558492
40130405263,1070428
40130405271,520317
40130405272,666441
40130405273,1253956
40130405281,1151766
40130405282,1059773
40130405283,1168894
40130405284,1264331
40130405285,1479221
40130405286,1631645
40130405291,1119172
40130405292,934644
40130405293,584310
40130405294,1419826
40130405301,625651
40130405302,1019351
40130405311,847927
40130405312,618431
40130405313,326691
40130405314,885822
40130506031,620832297
40130506032,623774629
40130506033,2206965840
40130506041,98385016
40130506042,211200229
40130506051,168958383
40130506052,92066409
40130506053,400448683
40130506061,12160547
40130506062,3897423
40130506063,10886143
40130506071,63675772
40130506072,2672968
40130506073,3196863
40130506074,3323041
40130506075,10279936
40130506081,1304802
40130506082,7760406
40130506083,2622658
40130506084,1309647
40130506091,8551005
40130506092,1644676
40130506093,708539
40130506101,17058301
40130506102,3732440
40130506103,16304538
40130506111,13603304
40130506112,45163753
40130507011,1598716
40130507012,5736339
40130507021,2919162
40130507022,1727259
40130507023,3423270
40130608011,542837
40130608012,546138
40130608013,912607
40130608014,1113585
40130608015,562015
40130608021,1233111
40130608022,2779948
40130609011,496529
40130609012,462464
40130609013,659406
40130609021,402181
40130609022,420758
40130609023,636898
40130609031,230445
40130609032,312083
40130609033,409216
40130609034,348511
40130609041,663173
40130609042,362823
40130609043,403981
40130610091,1981826
40130610092,3912716
40130610093,6345723
40130610094,3011192
40130610101,901792
40130610102,3064316
40130610103,2094989
40130610111,13072909
40130610112,2567519
40130610121,2456962
40130610122,5137232
40130610123,1341256
40130610124,1203967
40130610131,3283369
40130610132,1295415
40130610141,1291953
40130610142,2553788
40130610151,932547
40130610152,503534
40130610153,1771733
40130610161,21277639
40130610171,3328635
40130610181,4488155
40130610182,1732158
40130610183,1509431
40130610191,35450885
40130610192,5157420
40130610193,2601353
40130610201,653222
40130610202,468493
40130610203,1318962
40130610211,1931378
40130610221,2612233
40130610222,2528792
40130610223,2528012
40130610231,2598905
40130610232,2604780
40130610233,1285103
40130610234,1283369
40130610241,14487920
40130610251,2073064
40130610252,1362340
40130610253,1277303
40130610261,1271502
40130610262,1329785
40130610271,538515
40130610272,485959
40130610273,579665
40130610274,423013
40130610275,288595
40130610281,5318914
40130610291,497759
40130610292,526631
40130610293,1148386
40130610294,496017
40130610301,1131675
40130610302,934432
40130610303,1611350
40130610311,23004501
40130610321,594207
40130610322,683402
40130610323,569576
40130610324,475397
40130610331,824396
40130610332,882681
40130610333,852417
40130610341,710337
40130610342,577603
40130610343,702993
40130610344,601371
40130610351,679578
40130610352,624666
40130610353,642706
40130610354,613361
40130610361,1173819
40130610362,1191926
40130610371,1833138
40130610372,751734
40130610381,547619
40130610382,575390
40130610383,1471960
40130610391,1532990
40130610392,1040304
40130610393,7709012
40130610401,490353
40130610402,228656
40130610403,513855
40130610411,383135
40130610412,326127
40130610413,407907
40130610414,214219
40130610421,577271
40130610422,333648
40130610423,386667
40130610424,808479
40130610431,333431
40130610432,13657168
40130610441,2777624
40130610442,1097749
40130610443,32527853
40130610451,7687432
40130610452,7720518
40130610453,25635882
40130610461,1288855
40130610462,1277784
40130610471,1198712
40130610472,1284783
40130611001,8850235
40130611002,661747
40130611003,592112
40130612001,2172178
40130612002,358980
40130612003,1089719
40130612004,317672
40130613001,3729925
40130614011,335852
40130614012,405017
40130614021,542235
40130614022,605294
40130614023,1090054
40130715031,601976
40130715032,870855
40130715033,1027409
40130715034,1513538
40130715041,637090
40130715042,991785
40130715043,570117
40130715044,1133756
40130715051,2645808
40130715052,1163401
40130715053,1187953
40130715054,912063
40130715061,996537
40130715062,1617806
40130715063,698019
40130715064,869881
40130715091,2337416
40130715092,593343
40130715093,1197785
40130715094,648990
40130715101,1115207
40130715102,651426
40130715103,833453
40130715111,1715544
40130715112,624535
40130715121,649968
40130715122,519909
40130715123,653977
40130715124,789025
40130715131,686787
40130715132,1937134
40130715141,252015
40130715142,1617488
40130715143,1097786
40130715151,1364321
40130715152,338635
40130715153,856686
40130715161,1602580
40130715162,823489
40130715171,1122104
40130715172,443970
40130715173,836856
40130716001,1837110
40130716002,792496
40130717011,1994233
40130717021,837409
40130717022,601926
40130717023,710712
40130717024,965281
40130717025,346625
40130718011,1315726
40130718012,499890
40130718013,1191692
40130718014,687594
40130718015,518250
40130718016,642686
40130718021,862496
40130718022,764011
40130718023,474313
40130718024,818280
40130719031,323981
40130719032,328091
40130719033,335055
40130719034,317546
40130719035,299483
40130719036,460683
40130719037,544215
40130719061,811425
40130719062,1192736
40130719063,647722
40130719091,482306
40130719092,460633
40130719093,811334
40130719094,526177
40130719101,638139
40130719102,314367
40130719103,355984
40130719104,612031
40130719105,648680
40130719111,2604811
40130719121,528085
40130719122,766195
40130719123,403684
40130719131,1267278
40130719132,329551
40130719133,561044
40130719141,324605
40130719142,328431
40130719143,648792
40130719151,325878
40130719152,325216
40130719153,650037
40130820021,1184986
40130820022,744067
40130820023,686344
40130820071,646287
40130820072,640090
40130820081,487350
40130820082,383929
40130820083,429045
40130820091,651838
40130820092,651840
40130820101,480329
40130820102,817539
40130820121,863953
40130820122,2054201
40130820161,5196668
40130820171,1301044
40130820172,1303531
40130820181,655986
40130820182,669970
40130820191,783412
40130820192,974353
40130820201,759183
40130820202,1143307
40130820211,2655902
40130820221,1936215
40130820222,1713867
40130820231,635985
40130820232,1741215
40130820233,771519
40130820241,1309581
40130820242,1886115
40130820251,3873523
40130820261,1207079
40130820262,1325377
40130820271,3841254
40130820272,2479357
40130820281,548464
40130820282,732248
40130822031,2574440
40130822032,1383755
40130822033,1183014
40130822041,3562927
40130822042,5990640
40130822051,1256877
40130822052,1253867
40130822061,6229053
40130822071,8300744
40130822072,2495784
40130822081,4003916
40130822082,14949997
40130822091,271735
40130822092,682319
40130822101,1255446
40130822102,938913
40130822111,1571389
40130822112,1327916
40130822113,1313279
40130830001,7732696
40130830002,2603748
40130830003,2473173
40130923051,1856314
40130923052,631400
40130923061,642011
40130923062,642452
40130923063,640194
40130923064,641070
40130923071,644077
40130923072,339766
40130923073,944497
40130923074,637908
40130923081,644628
40130923082,641562
40130923083,643593
40130923084,642247
40130923091,640726
40130923092,641773
40130923093,645037
40130923094,643909
40130923111,160745
40130923112,486454
40130923121,295624
40130923122,890392
40130923123,159405
40130923124,486610
40130924011,163329
40130924012,640664
40130924013,485194
40130924021,533310
40130924022,364726
40130924023,409006
40130925001,661641
40130925002,659974
40130925003,658165
40130925004,651860
40130926001,656066
40130926002,1284491
40130926003,572602
40130927051,1948964
40130927052,644024
40130927081,2736654
40130927091,1609990
40130927092,963541
40130927101,1092836
40130927102,1486742
40130927111,1924168
40130927112,639769
40130927121,721924
40130927122,1828054
40130927131,1449911
40130927132,1120452
40130927151,320924
40130927152,330035
40130927153,635346
40130927161,478291
40130927162,476241
40130927163,342986
40130927171,647711
40130927172,649600
40130927181,655500
40130927182,644943
40130927191,1906442
40130927192,685783
40130927201,2566814
40130927202,2582764
40130927203,13206545
40130927204,5328240
40130927211,1111426
40130927212,1424237
40130927231,1229400
40130927232,1353975
40130927241,1150270
40130927242,840799
40130927243,457619
40130928011,326362
40130928012,325660
40130928013,302354
40130928014,301854
40130928021,333368
40130928022,271579
40130928023,236231
40130928024,418157
40130929001,1406475
40130929002,1223830
40130930011,802113
40130930012,321129
40130930013,321010
40130930021,172722
40130930022,502999
40130930023,446394
40130931011,184707
40130931012,374793
40130931013,237914
40130931014,480358
40130931041,164843
40130931042,164807
40130931043,329507
40130931044,3266817
40130931051,449326
40130931052,119793
40130931053,313446
40130931054,371333
40130931061,607613
40130931062,196143
40130931063,455844
40130932001,656239
40130932002,3897455
40130932003,639559
40131032051,1586658
40131032052,1043050
40131032061,981589
40131032062,1592208
40131032071,653816
40131032072,1792119
40131032081,1331607
40131032082,599813
40131032083,846118
40131032091,767693
40131032092,628451
40131032093,3190158
40131032094,1872340
40131032101,294179
40131032102,365305
40131032103,178374
40131032104,491114
40131032105,218064
40131032106,788884
40131032111,704203
40131032112,1302778
40131032113,706657
40131032121,890208
40131032122,858140
40131032123,858505
40131032141,687405
40131032142,1244480
40131032143,658440
40131032151,1381182
40131032152,1329451
40131032161,647549
40131032162,897199
40131032163,646112
40131032164,407767
40131032171,622395
40131032172,936281
40131032173,813821
40131032174,216540
40131032191,1767205
40131032192,588279
40131032193,533098
40131032201,1082935
40131032202,634286
40131032203,468498
40131033021,602673
40131033022,755128
40131033023,981088
40131033024,160740
40131033031,1268006
40131033032,692684
40131033033,589755
40131033041,392900
40131033042,239610
40131033043,322300
40131033051,325433
40131033052,485228
40131033061,450558
40131033062,317345
40131034001,1465884
40131034002,673250
40131034003,579386
40131035011,636123
40131035012,701697
40131035013,669040
40131035021,649673
40131035022,678515
40131035023,651081
40131035024,1994808
40131035025,483169
40131036041,1773251
40131036042,664903
40131036043,655810
40131036051,2434538
40131036052,2129328
40131036053,820127
40131036054,749629
40131036061,561837
40131036062,616792
40131036063,1246276
40131036071,544703
40131036072,497312
40131036073,894082
40131036074,554496
40131036081,2059042
40131036082,403898
40131036091,743433
40131036092,767388
40131036093,788273
40131036094,194311
40131036111,1292818
40131036112,1053519
40131036113,2869445
40131036121,85547
40131036122,590285
40131036123,1124775
40131036124,176296
40131036141,1308927
40131036142,884392
40131036151,6174276
40131036152,501003
40131036153,394818
40131037011,456781
40131037012,1541148
40131037013,572955
40131037021,603073
40131037022,482578
40131037023,3631718
40131039001,655679
40131039002,420608
40131039003,453782
40131039004,991965
40131040001,644045
40131040002,639313
40131040003,640516
40131040004,640076
40131041001,490746
40131041002,695763
40131041003,603075
40131041004,774733
40131042021,622408
40131042022,1325398
40131042023,630552
40131042031,751390
40131042032,537984
40131042033,197156
40131042034,445835
40131042035,650134
40131042041,701687
40131042042,739447
40131042051,705786
40131042052,314588
40131042053,505346
40131042054,1851661
40131042061,617669
40131042062,370076
40131042063,637465
40131042071,825182
40131042072,1655812
40131042073,168683
40131042121,202247
40131042122,800967
40131042123,645407
40131042124,932589
40131042141,641498
40131042142,1804159
40131042151,603558
40131042152,233959
40131042153,564413
40131042154,267433
40131042155,640783
40131042161,224202
40131042162,433866
40131042163,1801512
40131042171,650161
40131042172,1287995
40131042173,638710
40131042181,783384
40131042182,1503438
40131042183,278731
40131042191,1916414
40131042192,642106
40131042211,642210
40131042212,641175
40131042213,643500
40131042214,642433
40131042221,646565
40131042222,601652
40131042223,599869
40131042224,643218
40131042231,833888
40131042232,1642285
40131042241,200752
40131042242,998566
40131042243,533346
40131042244,812744
40131042251,597734
40131042252,1276786
40131042253,601801
40131042261,418548
40131042262,688592
40131042263,242525
40131042264,1209190
40131042271,698191
40131042272,384333
40131043011,638222
40131043012,848719
40131043021,366245
40131043022,634708
40131044011,1377202
40131044012,1015377
40131044013,156577
40131044021,2556183
40131045011,645166
40131045012,293228
40131045013,288874
40131045021,361959
40131045022,362191
40131045023,617622
40131046001,1351071
40131046002,645579
40131046003,621590
40131047011,474011
40131047012,262994
40131047013,330294
40131047021,266102
40131047022,540717
40131047023,406812
40131047024,229635
40131048011,1479291
40131048012,4394545
40131048021,736503
40131048022,584750
40131048023,1052182
40131048024,581022
40131048025,380586
40131049001,640434
40131049002,647836
40131049003,1296504
40131050021,3271551
40131050022,4660884
40131050031,6052756
40131050032,4501437
40131050041,6185926
40131050042,2907855
40131050043,3773803
40131051011,2044361
40131051012,2880590
40131051013,1113323
40131051021,16186414
40131051022,1454885
40131051023,971259
40131051024,549346
40131051031,3062107
40131051032,2273043
40131051033,4506639
40131052001,2070975
40131052002,672859
40131052003,638779
40131052004,665738
40131053001,888074
40131053002,932814
40131053003,807360
40131054001,1166873
40131054002,768740
40131054003,633018
40131055011,932313
40131055012,355745
40131055021,328177
40131055022,311666
40131055031,84961
40131055032,448568
40131055033,96920
40131056011,641042
40131056012,642717
40131056021,281581
40131056022,646282
40131056023,362402
40131057011,613490
40131057012,675246
40131057021,646106
40131057022,644068
40131058001,649351
40131058002,645174
40131058003,638658
40131058004,652359
40131059001,810169
40131059002,814467
40131059003,977934
40131060011,702927
40131060021,620198
40131060022,322451
40131060031,424853
40131060032,516280
40131061001,774684
40131061002,627967
40131061003,440500
40131061004,522278
40131061005,189296
40131062001,1300982
40131062002,1293011
40131063001,619944
40131063002,723393
40131063003,636135
40131063004,653630
40131064001,1776245
40131064002,717304
40131065011,658224
40131065012,655452
40131065021,325986
40131065022,657167
40131065023,326278
40131066001,1301141
40131066002,1301993
40131067011,205629
40131067012,135382
40131067013,292666
40131067021,649356
40131067031,522420
40131067032,765998
40131068011,263280
40131068012,265546
40131068013,174157
40131068021,1022577
40131068022,534789
40131068023,321655
40131069001,653822
40131069002,648638
40131069003,648696
40131069004,653701
40131070001,642535
40131070002,644017
40131070003,643008
40131070004,643781
40131071011,601672
40131071012,640733
40131071021,337882
40131071022,459112
40131071023,544825
40131072011,853702
40131072012,444513
40131072021,647491
40131072022,645440
40131073001,933306
40131073002,482350
40131073003,449898
40131073004,709687
40131074001,651109
40131074002,491197
40131074003,634080
40131074004,323855
40131074005,164317
40131074006,321045
40131075001,653277
40131075002,1301826
40131075003,654309
40131076011,328240
40131076012,326481
40131076013,655775
40131076021,651216
40131076022,653401
40131077001,839428
40131077002,851875
40131077003,237334
40131077004,481487
40131077005,209817
40131078001,1464096
40131078002,2069492
40131079001,5230948
40131079002,2056203
40131079003,655073
40131080001,1748893
40131080002,2032462
40131081001,1452097
40131082001,423256
40131082002,488979
40131082003,644916
40131083011,929234
40131083012,676332
40131083013,668384
40131083021,666028
40131083022,667538
40131084001,90769
40131084002,557785
40131084003,323339
40131084004,1305195
40131084005,320529
40131085011,534408
40131085012,761270
40131085021,322252
40131085022,162278
40131085023,325279
40131085024,483766
40131086011,388061
40131086012,429365
40131086021,489651
40131086022,601155
40131086023,353107
40131086024,326648
40131088021,509187
40131088022,518297
40131089011,283725
40131089012,275151
40131089013,478079
40131089021,388481
40131089022,413401
40131089023,370685
40131089024,331823
40131090011,338495
40131090012,312047
40131090021,239904
40131090022,466668
40131090023,236371
40131090031,237752
40131090032,395778
40131090033,161516
40131090034,162376
40131091011,778124
40131091012,507880
40131091021,299151
40131091022,633943
40131091023,348219
40131092001,559928
40131092002,456850
40131092003,1580313
40131093001,1856603
40131093002,480787
40131093003,226779
40131094001,492117
40131094002,502012
40131094003,879284
40131094004,429240
40131094005,324630
40131095001,652792
40131095002,1216363
40131095003,610788
40131096011,599548
40131096012,231365
40131096013,400236
40131096021,484581
40131096022,565366
40131096023,440115
40131096031,373698
40131096032,304759
40131096033,296316
40131096034,356788
40131096041,356299
40131096042,721677
40131097011,162942
40131097012,458573
40131097013,510923
40131097014,160403
40131097021,677565
40131097022,427192
40131097023,300866
40131097031,586146
40131097032,707075
40131097041,347924
40131097042,260835
40131097051,305128
40131097052,255579
40131098011,478779
40131098012,740879
40131098021,653650
40131098022,360649
40131098023,287736
40131099001,358687
40131099002,555476
40131099003,845086
40131099004,845635
40131100011,602309
40131100012,782036
40131100021,609267
40131100022,559980
40131101001,1283449
40131101002,320727
40131101003,648022
40131101004,321551
40131104001,594361
40131104002,622069
40131104003,642857
40131104004,637768
40131105011,331242
40131105012,385146
40131105013,698249
40131105021,656778
40131105022,653339
40131106001,213891
40131106002,653294
40131106003,438939
40131106004,1293246
40131107011,169109
40131107012,642328
40131107021,1127329
40131107022,650897
40131108011,646829
40131108012,324256
40131108013,325570
40131108021,494683
40131108022,811974
40131109011,664425
40131109012,663783
40131109021,513364
40131109022,808368
40131110001,180065
40131110002,462570
40131110003,645252
40131110004,459591
40131110005,876868
40131111001,1663333
40131111002,316703
40131111003,1184202
40131112011,161289
40131112012,569038
40131112013,632654
40131112014,549060
40131112021,895521
40131112031,408181
40131112041,6696894
40131113001,675748
40131113002,644603
40131113003,321178
40131113004,657564
40131113005,321922
40131114011,661859
40131114012,663452
40131114021,656479
40131114022,660029
40131115011,701866
40131115021,642796
40131115022,655752
40131115023,187067
40131115024,405907
40131116011,644221
40131116012,654728
40131116021,247410
40131116022,641924
40131116023,414771
40131117001,650026
40131117002,648403
40131117003,657860
40131117004,647191
40131118001,623697
40131118002,665358
40131118003,690799
40131118004,674917
40131119001,1271550
40131119002,622564
40131119003,645972
40131121001,1620560
40131121002,646204
40131121003,323757
40131122011,942479
40131122012,510584
40131122021,339939
40131122022,311118
40131122023,485681
40131123011,256643
40131123012,444696
40131123013,608050
40131123021,262229
40131123022,295134
40131123023,218470
40131123024,162387
40131123025,346883
40131124011,331515
40131124012,643200
40131124013,329598
40131124021,646935
40131124022,312354
40131124023,340175
40131125021,616043
40131125022,351193
40131125023,301058
40131125031,631837
40131125032,658085
40131125033,656248
40131125034,650458
40131125041,1111290
40131125042,152976
40131125051,294710
40131125052,974424
40131125053,321219
40131125054,634326
40131125055,281950
40131125071,949365
40131125072,296825
40131125081,1945048
40131125091,1291674
40131125092,3729373
40131125093,582618
40131125101,2524662
40131125102,7765350
40131125111,8488190
40131125112,1278286
40131125113,1289706
40131125121,11698869
40131125131,1121795
40131125132,4036869
40131125133,1311236
40131125134,1298413
40131125141,6174467
40131125142,15682441
40131126011,183372
40131126012,537682
40131126021,637019
40131126022,644836
40131126023,267126
40131126024,331516
40131127001,752898
40131127002,504914
40131127003,640651
40131127004,690644
40131129001,851932
40131129002,539856
40131129003,330034
40131129004,879636
40131130001,645783
40131130002,628572
40131131001,364614
40131131002,939593
40131132011,329362
40131132012,319349
40131132021,259051
40131132022,415638
40131132031,562424
40131132032,702609
40131133001,1280420
40131133002,761483
40131133003,548424
40131134001,649228
40131135011,570496
40131135012,709628
40131135021,638472
40131136011,1124945
40131136012,425319
40131136021,515746
40131136022,544199
40131137001,271289
40131137002,635427
40131137003,928505
40131137004,290139
40131137005,369762
40131138011,4058889
40131138012,1248874
40131138021,13477509
40131139001,2665421
40131140001,1253801
40131140002,1363781
40131141001,1305069
40131142001,1283912
40131143011,1333637
40131143021,649202
40131143022,656558
40131144011,1387782
40131144021,351555
40131144022,848937
40131145001,630896
40131145002,633757
40131145003,1276807
40131146001,2581401
40131147031,1296144
40131147032,1297113
40131148001,4429181
40131148002,806904
40131149001,2088193
40131149002,727806
40131152001,195621
40131152002,1626292
40131152003,5323633
40131153001,1784973
40131153002,2315078
40131154001,1336585
40131154002,1178489
40131155001,1313503
40131155002,1296361
40131156001,2552661
40131157001,1279731
40131157002,653721
40131157003,654612
40131158011,644411
40131158012,655283
40131158021,647574
40131158022,640523
40131159001,1280713
40131159002,1288587
40131160001,573682
40131160002,1195611
40131160003,710869
40131161001,649314
40131161002,1441374
40131161003,326381
40131162021,424791
40131162022,411215
40131162023,378714
40131162024,231877
40131162031,2582566
40131162032,2566645
40131162033,2809655
40131162041,1983788
40131162042,341545
40131162043,257751
40131162051,509350
40131162052,468692
40131162053,162766
40131163001,625401
40131163002,694477
40131163003,1367904
40131164001,757584
40131164002,569264
40131164003,1298376
40131165001,648282
40131165002,646734
40131165003,1291567
40131166021,1286027
40131166022,1294048
40131166031,2822214
40131166032,3710219
40131166041,1492730
40131166042,1076673
40131166051,1227152
40131166052,1336204
40131166061,659654
40131166062,621057
40131166063,1296977
40131166071,2583288
40131166081,1146419
40131166082,5801997
40131166091,1312948
40131166092,6553540
40131166101,1276321
40131166102,3774808
40131166111,1600761
40131166112,11068029
40131166121,1297275
40131166122,1279152
40131166123,5187282
40131166131,1291497
40131166132,1300836
40131166133,5134682
40131167021,539390
40131167022,754583
40131167023,1297061
40131167024,568903
40131167025,353924
40131167031,1280477
40131167032,2246445
40131167041,2348137
40131167042,2537027
40131167043,3016335
40131167071,594047
40131167072,731606
40131167081,920415
40131167082,824597
40131167083,558875
40131167084,1126434
40131167091,425407
40131167092,757291
40131167101,1532049
40131167102,1380462
40131167103,848241
40131167111,642670
40131167112,467097
40131167121,1919091
40131167122,617423
40131167123,1169101
40131167131,268174
40131167132,657761
40131167133,470952
40131167134,574063
40131167135,393051
40131167141,1011330
40131167142,1616345
40131167151,523858
40131167152,397721
40131167171,584641
40131167172,502949
40131167181,993663
40131167191,587571
40131167192,1253711
40131167193,649645
40131167194,933915
40131167201,612391
40131167202,423535
40131167203,734229
40131167211,688721
40131167212,1607025
40131167251,863045
40131167252,292546
40131167253,1667329
40131167254,1177452
40131167271,3247773
40131167272,1197515
40131167281,1055062
40131167282,2728220
40131167283,1898644
40131167291,625801
40131167292,1504675
40131167293,1618901
40131167301,4465664
40131167311,2278207
40131167312,838073
40131167321,6049438
40131167322,597030
40131167331,65594545
40131168001,2623542
40131168002,2602838
40131169001,3171279
40131170001,813195
40131170002,570060
40131170003,541305
40131171001,1179347
40131171002,415348
40131172001,5895382
40131172002,729429
40131173001,7484213
40131173002,584017
40132168061,1128573
40132168062,913159
40132168071,1742047
40132168072,1616051
40132168073,719869
40132168091,2477477
40132168092,1849958
40132168093,4952806
40132168101,1865460
40132168131,1369739
40132168132,1701943
40132168133,662341
40132168134,721843
40132168161,8480128
40132168162,5099014
40132168163,2542931
40132168181,2112783
40132168182,3307225
40132168183,1051683
40132168184,1071477
40132168185,877068
40132168191,12985441
40132168192,7272268
40132168193,3284875
40132168201,2251732
40132168202,1159476
40132168203,1558544
40132168211,3467247
40132168212,7083798
40132168213,2516683
40132168214,2581689
40132168221,5131131
40132168222,7762270
40132168223,10388356
40132168261,672274
40132168262,800890
40132168263,642544
40132168264,498990
40132168291,4949298
40132168292,16194245
40132168293,71942178
40132168301,1292416
40132168302,1324597
40132168311,2134431
40132168312,2589810
40132168321,814419
40132168322,1013242
40132168331,964853
40132168332,933678
40132168333,1336227
40132168341,1537051
40132168342,1335338
40132168351,616665
40132168352,1666723
40132168361,3272408
40132168362,896178
40132168371,479131
40132168372,1285123
40132168373,705462
40132168381,648744
40132168382,666007
40132168383,1338232
40132168391,780543
40132168392,601711
40132168393,1989523
40132168401,2573022
40132168402,4831446
40132168403,2598617
40132168411,2563241
40132168412,2579486
40132168421,2176224
40132168422,2002663
40132168431,13291689
40132168432,4994965
40132168433,5742321
40132168441,4055440
40132168442,2701840
40132168451,3094218
40132168452,3467816
40132168461,740916
40132168462,3510245
40132168463,1598481
40132168464,1012059
40132168471,3873153
40132168472,5382049
40132168481,3651795
40132168482,2214339
40132168483,7604559
40132168491,3594388
40132168492,1707865
40132168493,21997615
40132168494,5924323
40132168501,349321
40132168502,1043333
40132168503,496729
40132168511,39380355
40132168512,2918087
40132168513,3655668
40132168514,9975497
40132168521,322936
40132168522,646835
40132168531,362741
40132168532,536377
40132168533,499293
40132168534,324572
40132169011,529297
40132169012,1845195
40132169013,294693
40132169021,1610432
40132169022,934264
40132170011,286652
40132170012,752113
40132170013,888725
40132170014,218452
40132170015,339328
40132170016,328992
40132170021,660599
40132170022,625168
40132170023,632413
40132170024,593658
40132171011,616468
40132171012,343454
40132171013,321037
40132171021,643245
40132171022,640753
40132172011,768439
40132172012,1291808
40132172031,324225
40132172032,339085
40132172033,327616
40132172034,296132
40132172041,221249
40132172042,251646
40132172043,138295
40132173001,987015
40132173002,853167
40132173003,617501
40132174001,271749
40132174002,658397
40132174003,649734
40132174004,600625
40132175011,419377
40132175012,139300
40132175013,489583
40132175021,160388
40132175022,323014
40132175023,322645
40132176001,665381
40132176002,607460
40132176003,647227
40132177001,1194016
40132177002,726204
40132177003,646177
40132178001,643473
40132178002,629997
40132178003,642324
40132178004,641339
40132179001,1253231
40132179002,651269
40132179003,653671
40132180001,647012
40132180002,650995
40132180003,658952
40132180004,655393
40132181001,489921
40132181002,485268
40132182001,630292
40132182002,606792
40132182003,642867
40132182004,644626
40132183001,638908
40132183002,1023591
40132183003,576184
40133184001,635618
40133184002,6447565
40133184003,1305035
40133185011,455164
40133185012,196183
40133185013,604899
40133187001,1218683
40133187002,1192910
40133188001,319686
40133188002,316714
40133188003,321786
40133188004,1608613
40133189001,704799
40133189002,589141
40133189003,692667
40133189004,602475
40133190001,635541
40133190002,660930
40133190003,341047
40133190004,951217
40133191011,236904
40133191012,93743
40133191031,312861
40133191032,292761
40133191033,351626
40133191041,336929
40133191042,404784
40133191043,333413
40133191044,212744
40133192011,383908
40133192012,382504
40133192013,297401
40133192014,261101
40133192021,672104
40133192022,652906
40133193001,1093175
40133194011,159142
40133194012,728093
40133194013,586425
40133194014,783098
40133194015,416749
40133194021,1347387
40133194022,1274137
40133194031,366988
40133194032,1021970
40133194033,634683
40133194034,633786
40133194041,980608
40133194042,1065330
40133195001,770454
40133195002,645857
40133195003,271370
40133195004,888578
40133196001,645733
40133196002,642014
40133196003,642336
40133196004,648400
40133197031,1711130
40133197032,327099
40133197033,714344
40133197041,7855127
40133197051,3178918
40133197052,385228
40133197053,284288
40133197061,398485
40133197062,235685
40133197063,705431
40133198001,304827
40133198002,312264
40133198003,347013
40133198004,297629
40133198005,602050
40133198006,653341
40133199021,636628
40133199022,1903059
40133199031,521687
40133199032,687503
40133199033,683168
40133199034,567608
40133199041,1130516
40133199042,649673
40133199043,806665
40133199051,629484
40133199052,627727
40133199053,678202
40133199054,679412
40133199061,1235909
40133199062,1278497
40133199071,647129
40133199072,1936291
40133199081,2561270
40133199091,2572898
40133199101,5203810
40133199102,1353247
40133200011,627124
40133200012,1089559
40133200013,877689
40133200014,354013
40133200021,445201
40133200022,601255
40133200023,500425
40133200024,539505
40133200071,441662
40133200072,393712
40133200073,414019
40133200074,796562
40133201001,4217079
40133201002,579545
40134201041,2564605
40134201042,5058683
40134201051,1535407
40134201052,4499486
40134201053,1504531
40134201071,2640197
40134201072,3725896
40134201073,1821373
40134201081,9793231
40134201091,3860549
40134201092,3729177
40134201101,20528842
40134201102,5258621
40134201111,1299035
40134201112,636430
40134201113,641641
40134201121,638730
40134201122,1288976
40134201131,795779
40134201132,487855
40134201141,653578
40134201142,1088841
40134201143,854693
40134201151,559000
40134201152,644298
40134201153,620982
40134201161,644731
40134201162,726241
40134201163,648863
40134202021,832576
40134202022,866090
40134202023,891925
40134202061,13873170
40134202062,1343542
40134202071,2788790
40134202072,823170
40134202081,632989
40134202082,1027715
40134202083,929308
40134202091,1291708
40134202092,651730
40134202093,649347
40134202101,977668
40134202102,649053
40134202103,648482
40134202104,325883
40134202111,1576450
40134202112,1008577
40134202121,1276161
40134202122,1295775
40134202131,1303278
40134202141,638086
40134202142,642636
40134202143,646773
40134202144,650982
40134202151,2595268
40134202161,1228032
40134202162,1356502
40134203011,1640783
40134203021,659330
40134203022,617825
40134203023,1290946
40134203031,1361058
40134203032,1235548
40134203041,5213936
40134204011,1304234
40134204012,863699
40134204013,899681
40134204021,2750789
40134204022,6531981
40134205011,657631
40134205012,790011
40134205013,649208
40134205014,525365
40134205031,289784
40134205032,1028869
40134205041,403914
40134205042,935387
40134206021,1282820
40134206022,640633
40134206023,635900
40134206031,1402290
40134206032,1141833
40134206041,1290693
40134206042,1296680
40134207041,499239
40134207042,1210495
40134207043,903899
40134207051,2597207
40134207052,2603195
